"player","points","cells","env_number","gempresent","round","tot_points","gem"
3,-50,40,2,0,3,106,0
3,-21,39,2,0,3,106,0
3,1,64,2,0,3,106,0
3,4,48,2,0,3,106,0
3,35,47,2,0,3,106,0
3,-34,54,2,0,3,106,0
3,43,47,2,0,3,106,0
3,12,16,2,0,3,106,0
3,-40,14,2,0,3,106,0
3,58,21,2,0,3,106,0
3,35,30,2,0,3,106,0
3,34,30,2,0,3,106,0
3,-11,31,2,0,3,106,0
3,-1,29,1,1,4,3631,0
3,-14,29,1,1,4,3631,0
3,0,29,1,1,4,3631,0
3,-10,29,1,1,4,3631,0
3,6,21,1,1,4,3631,0
3,36,4,1,1,4,3631,0
3,-18,20,1,1,4,3631,0
3,261,44,1,1,4,3631,1
3,50,53,1,1,4,3631,0
3,-41,47,1,1,4,3631,0
3,-23,48,1,1,4,3631,0
3,7,39,1,1,4,3631,0
3,259,44,1,1,4,3631,1
3,259,44,1,1,4,3631,1
3,260,44,1,1,4,3631,1
3,260,44,1,1,4,3631,1
3,259,44,1,1,4,3631,1
3,259,44,1,1,4,3631,1
3,259,44,1,1,4,3631,1
3,260,44,1,1,4,3631,1
3,261,44,1,1,4,3631,1
3,261,44,1,1,4,3631,1
3,259,44,1,1,4,3631,1
3,260,44,1,1,4,3631,1
3,262,44,1,1,4,3631,1
3,-44,44,2,1,5,286,0
3,-20,27,2,1,5,286,0
3,-52,19,2,1,5,286,0
3,-43,52,2,1,5,286,0
3,-33,31,2,1,5,286,0
3,59,47,2,1,5,286,0
3,29,32,2,1,5,286,0
3,-21,46,2,1,5,286,0
3,22,32,2,1,5,286,0
3,50,38,2,1,5,286,0
3,50,23,2,1,5,286,0
3,30,29,2,1,5,286,0
3,20,15,2,1,5,286,0
3,6,21,2,1,5,286,0
3,21,15,2,1,5,286,0
3,-2,22,2,1,5,286,0
3,21,15,2,1,5,286,0
3,9,29,2,1,5,286,0
3,21,15,2,1,5,286,0
3,35,24,2,1,5,286,0
3,28,54,2,1,5,286,0
3,37,54,2,1,5,286,0
3,31,54,2,1,5,286,0
3,7,62,2,1,5,286,0
3,25,53,2,1,5,286,0
3,49,31,5,0,6,1207,0
3,66,31,5,0,6,1207,0
3,67,31,5,0,6,1207,0
3,69,31,5,0,6,1207,0
3,63,31,5,0,6,1207,0
3,45,31,5,0,6,1207,0
3,67,31,5,0,6,1207,0
3,59,31,5,0,6,1207,0
3,57,31,5,0,6,1207,0
3,34,31,5,0,6,1207,0
3,50,31,5,0,6,1207,0
3,58,31,5,0,6,1207,0
3,25,31,5,0,6,1207,0
3,26,31,5,0,6,1207,0
3,49,31,5,0,6,1207,0
3,46,31,5,0,6,1207,0
3,55,31,5,0,6,1207,0
3,45,31,5,0,6,1207,0
3,44,31,5,0,6,1207,0
3,33,31,5,0,6,1207,0
3,46,31,5,0,6,1207,0
3,41,31,5,0,6,1207,0
3,30,31,5,0,6,1207,0
3,35,21,5,0,6,1207,0
3,48,36,5,0,6,1207,0
3,-42,36,4,0,7,-166,0
3,-36,28,4,0,7,-166,0
3,-42,36,4,0,7,-166,0
3,25,45,4,0,7,-166,0
3,20,45,4,0,7,-166,0
3,36,20,4,0,7,-166,0
3,42,30,4,0,7,-166,0
3,-42,43,4,0,7,-166,0
3,-46,23,4,0,7,-166,0
3,36,13,4,0,7,-166,0
3,52,14,4,0,7,-166,0
3,-7,62,4,0,7,-166,0
3,-52,43,4,0,7,-166,0
3,43,47,4,0,7,-166,0
3,-52,43,4,0,7,-166,0
3,40,47,4,0,7,-166,0
3,32,42,4,0,7,-166,0
3,-49,39,4,0,7,-166,0
3,-41,26,4,0,7,-166,0
3,-50,39,4,0,7,-166,0
3,-45,26,4,0,7,-166,0
3,21,56,4,0,7,-166,0
3,-6,51,4,0,7,-166,0
3,6,40,4,0,7,-166,0
3,-9,60,4,0,7,-166,0
3,-33,31,1,1,8,278,0
3,50,37,1,1,8,278,0
3,40,16,1,1,8,278,0
3,42,37,1,1,8,278,0
3,31,16,1,1,8,278,0
3,-36,19,1,1,8,278,0
3,21,21,1,1,8,278,0
3,-44,19,1,1,8,278,0
3,-17,22,1,1,8,278,0
3,65,36,1,1,8,278,0
3,7,15,1,1,8,278,0
3,-3,28,1,1,8,278,0
3,21,21,1,1,8,278,0
3,12,18,1,1,8,278,0
3,14,27,1,1,8,278,0
3,16,38,1,1,8,278,0
3,26,54,1,1,8,278,0
3,-22,60,1,1,8,278,0
3,-37,55,1,1,8,278,0
3,-32,47,1,1,8,278,0
3,10,51,1,1,8,278,0
3,60,45,1,1,8,278,0
3,5,40,1,1,8,278,0
3,31,32,1,1,8,278,0
3,51,32,1,1,8,278,0
3,-34,31,6,0,9,-146,0
3,10,23,6,0,9,-146,0
3,-43,35,6,0,9,-146,0
3,54,16,6,0,9,-146,0
3,43,34,6,0,9,-146,0
3,36,22,6,0,9,-146,0
3,-35,35,6,0,9,-146,0
3,6,30,6,0,9,-146,0
3,6,36,6,0,9,-146,0
3,-41,47,6,0,9,-146,0
3,12,37,6,0,9,-146,0
3,-54,55,6,0,9,-146,0
3,19,37,6,0,9,-146,0
3,1,40,6,0,9,-146,0
3,28,28,6,0,9,-146,0
3,-2,40,6,0,9,-146,0
3,38,28,6,0,9,-146,0
3,-36,19,6,0,9,-146,0
3,-45,19,6,0,9,-146,0
3,-52,19,6,0,9,-146,0
3,-20,52,6,0,9,-146,0
3,26,60,6,0,9,-146,0
